Período;Convocatoria;Regional;Distrito;Nivel/Modalidad;Código de Centro;Nombre de Centro;Español;Matemáticas;Sociales;Naturales;Cantidad de estudiantes;Cantidad Femenino;Cantidad masculino;Cantidad Promovidos;Cantidad Aplazados
2017;1;15;1505;BASICA ADULTOS FORMAL;1231526;PROF. JUAN EMILIO BOSCH GAVINO;16.61;16.39;16.52;15.93;42;22;20;37;5
2017;1;15;1505;BASICA ADULTOS FORMAL;1266844;RADIO SANTA MARIA - MARIO MORENO REYES;15;15.3;16.5;14;10;6;4;10;0
2017;1;16;1601;BASICA ADULTOS FORMAL;24000428;PUEBLO NUEVO;15.29;15.14;15.13;14.13;15;2;13;12;3
2017;1;16;1601;BASICA ADULTOS FORMAL;24002238;LA INMACULADA;16.84;15.52;16.34;15.25;45;27;18;42;3
2017;1;16;1601;BASICA ADULTOS FORMAL;24002620;TOCONES, LOS;14.43;13;15.71;14.86;7;4;3;7;0
2017;1;16;1601;BASICA ADULTOS FORMAL;24003021;ALTAGRACIA, LA;15.4;15;14.67;15.4;6;1;5;5;1
2017;1;16;1601;BASICA ADULTOS FORMAL;24003821;RADIO SANTA MARIA - ANTIGUO LICEO;15.5;14.43;14.79;14.31;14;6;8;11;3
2017;1;16;1601;BASICA ADULTOS FORMAL;24004013;JUAN SANCHEZ RAMIREZ;15.86;14.57;15.57;15.57;7;1;6;7;0
2017;1;16;1601;BASICA ADULTOS FORMAL;24004424;BARRIO LIBERTAD;14.13;14.44;16.44;14.33;9;2;7;8;1
2017;1;16;1601;BASICA ADULTOS FORMAL;24008820;JUAN FRANCISCO ADAMES (LICO);14;12.5;14;18;2;0;2;2;0
2017;1;16;1601;BASICA ADULTOS FORMAL;24010427;PLATANAL;13.67;14.17;14.83;13.17;6;2;4;6;0
2017;1;16;1601;BASICA ADULTOS FORMAL;24011921;LIMPIO, EL;16;15.5;15.75;15;4;3;1;3;1
2017;1;16;1601;BASICA ADULTOS FORMAL;24012038;COLONIA JUAN SANCHEZ RAMIREZ;15.37;14.92;14.34;14.05;38;14;24;35;3
2017;1;16;1601;BASICA ADULTOS FORMAL;24012220;SABANA AL MEDIO;15.73;14.75;14.07;14.07;17;7;10;13;4
2017;1;16;1601;BASICA ADULTOS FORMAL;24012444;MELIDA GARCIA, PROF. -JIBE NOCT.;15.17;19;21.8;20.33;6;2;4;5;1
2017;1;16;1601;BASICA ADULTOS FORMAL;24012533;HATO, EL;17;12;13.5;12.75;4;1;3;2;2
2017;1;16;1601;BASICA ADULTOS FORMAL;24019425;PIEDRA, LA;16.2;16.13;16.8;16.67;15;10;5;14;1
2017;1;16;1601;BASICA ADULTOS FORMAL;24019527;SOLEDAD, LA;15.15;14.69;15.46;16.08;13;4;9;10;3
2017;1;16;1601;BASICA ADULTOS FORMAL;24022721;BIJA, LA;15.38;16.63;15.25;14.19;16;6;10;15;1
2017;1;16;1601;BASICA ADULTOS FORMAL;24023027;SAN MARTIN;13.4;13.2;16.5;15;6;1;5;5;1
2017;1;16;1601;BASICA ADULTOS FORMAL;24023117;VILLA  LA MATA;16.5;15.64;15.53;14.56;16;8;8;11;5
2017;1;16;1601;BASICA ADULTOS FORMAL;24024847;SABANA DEL REY;15.67;15.89;15.89;16.44;9;2;7;3;6
2017;1;16;1601;BASICA ADULTOS FORMAL;24025511;CENAPEC - COTUI;13.33;13;17;14.67;3;0;3;1;2
2017;1;16;1601;BASICA ADULTOS FORMAL;24028716;AMOR Y PROGRESO;16.62;15.31;14.31;15.31;13;5;8;13;0
2017;1;16;1601;BASICA ADULTOS FORMAL;24031137;PROF. PEDRO MARIA PAULINO VASQUEZ;15.08;15;14.85;14.62;13;2;11;13;0
2017;1;16;1601;BASICA ADULTOS FORMAL;24032110;PALO HINCADO;17.68;17;19.21;17.16;19;0;19;19;0
2017;1;16;1602;BASICA ADULTOS FORMAL;24016220;EMILIANO ESPAILLAT;15.27;15.07;15.23;15.15;27;10;17;24;3
2017;1;16;1602;BASICA ADULTOS FORMAL;24017727;PIÑA VIEJA;15.95;15.61;15.24;14.5;19;9;10;17;2
2017;1;16;1602;BASICA ADULTOS FORMAL;24019438;LOS CASTELLANOS;12.83;14;13.14;12.29;8;0;8;4;4
2017;1;16;1602;BASICA ADULTOS FORMAL;24020166;ALTAGRACIA LEONOR PEGUERO - ANGELINA;17.09;15.9;16.33;15.78;11;8;3;9;2
2017;1;16;1602;BASICA ADULTOS FORMAL;24020426;PROYECTO AGRARIO;14.5;14.57;13.86;14.29;14;10;4;12;2
2017;1;16;1602;BASICA ADULTOS FORMAL;24020633;ANDRES ANTONIO SUAREZ - EL LIMONCITO;15.58;15.42;15.75;15.42;12;11;1;12;0
2017;1;16;1602;BASICA ADULTOS FORMAL;24021237;JUAN ADAMES MARTE;13.25;12.75;13.5;14.67;4;3;1;3;1
2017;1;16;1602;BASICA ADULTOS FORMAL;24022344;GUAMITA, LA;17;17;14.67;13;3;2;1;2;1
2017;1;16;1602;BASICA ADULTOS FORMAL;24027410;PAZ, LA;14.38;14.86;15.25;14.13;8;4;4;7;1
2017;1;16;1602;BASICA ADULTOS FORMAL;24027519;COMEDERO ABAJO;16.71;15.43;15.07;15.21;14;7;7;14;0
2017;1;16;1603;BASICA ADULTOS FORMAL;24013121;CUEVA, LA;13.92;14.67;14.57;14;16;7;9;8;8
2017;1;16;1603;BASICA ADULTOS FORMAL;24013725;NARCISO ALBERTI;16.2;15.06;14.93;14.69;16;7;9;14;2
2017;1;16;1603;BASICA ADULTOS FORMAL;24016143;LEONICIA REYSONO VALLEJO;16.08;14.42;14.55;14.4;13;8;5;9;4
2017;1;16;1603;BASICA ADULTOS FORMAL;24028131;JOSE BENITEZ ABAD;16.33;14.33;15;15;3;2;1;3;0
2017;1;16;1604;BASICA ADULTOS FORMAL;28004122;MANUEL AYBAR;17.55;16.26;16.42;16.05;55;26;29;52;3
2017;1;16;1604;BASICA ADULTOS FORMAL;28004141;RADIO SANTA MARIA - MANUEL AYBAR;16.85;16.08;16.28;15.35;42;22;20;36;6
2017;1;16;1604;BASICA ADULTOS FORMAL;28004727;MARIA CANELA TIBURCIO - LOS AMAPOLOS;15.5;14.75;15.54;15.17;13;5;8;12;1
2017;1;16;1604;BASICA ADULTOS FORMAL;28008129;BENITO ROSARIO ALBERTO;17.5;16.46;17;17.52;29;8;21;26;3
2017;1;16;1604;BASICA ADULTOS FORMAL;28009425;SILVESTRE ANTONIO MEJIA ALVAREZ - LOS QUEMADOS;17.48;15.17;15.78;14.41;23;14;9;20;3
2017;1;16;1604;BASICA ADULTOS FORMAL;28011620;RUFINO RIVAS PROF. - CARACOL A;17.09;15.78;16.11;15.63;36;11;25;32;4
2017;1;16;1604;BASICA ADULTOS FORMAL;28019514;CENAPEC - BONAO;17.75;16.67;15.83;14.17;6;3;3;4;2
2017;1;16;1605;BASICA ADULTOS FORMAL;28014221;FELICIA CASTILLO (PROF.) -  RADIO SANTA MARIA - MAIMON;16.61;15.42;16.25;15.11;40;20;20;33;7
2017;1;16;1605;BASICA ADULTOS FORMAL;28014240;ERNESTO ROQUE FRIAS, REVERENDO;16.9;15.55;17.71;15.95;22;14;8;20;2
2017;1;16;1605;BASICA ADULTOS FORMAL;28014320;EUGENIO MARIA DE HOSTOS;17.7;16.8;16.5;15.56;10;7;3;9;1
2017;1;16;1605;BASICA ADULTOS FORMAL;28015130;SALOME UREÑA- AMBROSINA RAMIREZ;16.53;15.5;15.41;15.26;56;33;23;50;6
2017;1;16;1605;BASICA ADULTOS FORMAL;28016024;CACIQUE RAFAEL BONAO - SONADOR;16.93;15.64;15.71;15.21;14;7;7;9;5
2017;1;16;1605;BASICA ADULTOS FORMAL;28017148;PRADIS MINAYA PROFESOR;18.89;18;17.7;16.7;10;5;5;9;1
2017;1;16;1605;BASICA ADULTOS FORMAL;28017336;ZENAIDA VICENTE GARCIA;16.53;15.3;16.35;15.5;20;12;8;18;2
2017;1;16;1606;BASICA ADULTOS FORMAL;28005032;EDUVIGIS MARIA LUNA (JIMA);15.83;16.41;15.72;15.35;18;9;9;15;3
2017;1;16;1606;BASICA ADULTOS FORMAL;28007526;BIENVENIDO DEL CASTILLO;20.69;18.92;19.37;19.19;27;11;16;24;3
2017;1;16;1606;BASICA ADULTOS FORMAL;28010856;JOSE ANTONIO ALVAREZ - LOS PALMARITOS;17.37;17.96;16.29;15.68;28;11;17;25;3
2017;1;16;1606;BASICA ADULTOS FORMAL;28011322;PROF. MARIA BATISTA-JUMA ADENTRO;16.38;16.29;16.09;15.38;24;10;14;16;8
2017;1;16;1606;BASICA ADULTOS FORMAL;28011422;ANTONIO ROSARIO PEREZ PROF. - SAN ISIDRO;19.44;15.86;16.93;14.93;16;7;9;12;4
2017;1;16;1606;BASICA ADULTOS FORMAL;28011521;HERMANAS MIRABAL - CARACOL E;18.2;16.9;18.93;18.9;30;8;22;29;1
2017;1;16;1606;BASICA ADULTOS FORMAL;28084314;PADRE BETANCOURT;14.58;14;14.77;13.46;13;6;7;11;2
2017;1;16;1606;BASICA ADULTOS FORMAL;28085610;VERDE, EL;16.08;16.67;15.33;13.83;12;2;10;12;0
2017;1;17;1701;BASICA ADULTOS FORMAL;29017725;FRAY PEDRO DE CORDOVA;16.9;16.18;16.65;16;51;25;26;49;2
2017;1;17;1701;BASICA ADULTOS FORMAL;29021439;FLORINDA SORIANO;20.89;17.3;19;16.8;10;2;8;9;1
2017;1;17;1701;BASICA ADULTOS FORMAL;29033913;GENERAL EUSEBIO MANZUETA;16.96;15.62;16.59;16.66;30;18;12;25;5
2017;1;17;1702;BASICA ADULTOS FORMAL;29000748;CENAPEC - MONTE PLATA;15.5;16;15;17;2;2;0;2;0
2017;1;17;1702;BASICA ADULTOS FORMAL;29001310;CACIQUE, EL;16.67;17;17.92;19.25;12;4;8;11;1
2017;1;17;1702;BASICA ADULTOS FORMAL;29002117;FERNANDO ARTURO DE MERIÑO;17.01;17.29;17.34;16.84;101;53;48;89;12
2017;1;17;1702;BASICA ADULTOS FORMAL;29002331;CRUZ DE MORILLO;17.2;16.3;15.7;15.5;10;5;5;10;0
2017;1;17;1702;BASICA ADULTOS FORMAL;29003529;LA LUISA;16.36;19.36;16.5;20.57;14;7;7;13;1
2017;1;17;1702;BASICA ADULTOS FORMAL;29026623;DON JUAN;16.63;15.94;16.81;15.56;16;13;3;16;0
2017;1;17;1703;BASICA ADULTOS FORMAL;29005923;27 DE FEBRERO;18.48;16.1;17.64;16.45;42;20;22;36;6
2017;1;17;1703;BASICA ADULTOS FORMAL;29009542;GENERAL GASPAR POLANCO - SABANA DEL MEDIO;18.8;21.8;18.83;18;6;4;2;5;1
2017;1;17;1703;BASICA ADULTOS FORMAL;29011638;GENERAL ANTONIO DUVERGÉ - EL COPEY;15;16.4;14.6;17.2;5;3;2;4;1
2017;1;17;1703;BASICA ADULTOS FORMAL;29034912;ENRIQUE DE MARCHENA - LOS COCOS;17.07;16.71;17.57;17.79;14;6;8;13;1
2017;1;17;1704;BASICA ADULTOS FORMAL;29012626;PROF. JUAN EMILIO BOSCH GAVINO;18.35;17.94;18.06;16.91;54;36;18;50;4
2017;1;17;1704;BASICA ADULTOS FORMAL;29015621;ANDRÉS BELLO - HATO SAN PEDRO;16.2;22.4;20;20;5;2;3;5;0
2017;1;17;1705;BASICA ADULTOS FORMAL;29027614;PROF. EDUARDO CUSTODIO - ESPERALVILLO;15.53;16.5;17.19;16.13;32;17;15;31;1
2017;1;17;1705;BASICA ADULTOS FORMAL;29028730;RAMON MARTINEZ - ARROYO CUABA;22.61;20.05;18.33;20.09;24;9;15;20;4
2017;1;18;1801;BASICA ADULTOS FORMAL;3000624;PROF. JUAN EMILIO BOSCH GAVINO;14.92;15.09;15.48;15.48;65;23;42;60;5
2017;1;18;1801;BASICA ADULTOS FORMAL;3000926;CANDELARIO FLORIAN - EL TANQUE;0;18.75;18.75;16;4;0;4;0;4
2017;1;18;1801;BASICA ADULTOS FORMAL;3001116;ARZOBISPO VALERA;15.2;15.5;15.3;15.89;10;3;7;9;1
2017;1;18;1801;BASICA ADULTOS FORMAL;3004427;PEDRO MIR - EL MANGUITO;14.38;15;14.63;14.75;9;4;5;6;3
2017;1;18;1801;BASICA ADULTOS FORMAL;3005525;ADRIANA HERASME DE MENDEZ - PLAZA CACIQUE;14.43;13;13.86;13.38;8;2;6;6;2
2017;1;18;1801;BASICA ADULTOS FORMAL;3005921;OFELIA MEDINA CAYO - GALVAN;16.19;15.06;15.33;14.97;37;22;15;31;6
2017;1;18;1801;BASICA ADULTOS FORMAL;3007236;DR. JOSE FRANCISCO PEÑA GOMEZ;15.5;16.27;18.13;17.57;15;6;9;12;3
2017;1;18;1801;BASICA ADULTOS FORMAL;3027432;ESTANILA FLORIAN;16.36;16.44;14.6;14.2;25;16;9;24;1
2017;1;18;1802;BASICA ADULTOS FORMAL;3012546;APOLINAR PERDOMO;16.96;17.67;16.38;15.14;23;11;12;13;10
2017;1;18;1802;BASICA ADULTOS FORMAL;3015112;PROF. LIDIA MARIA BELTRE REYES - MONSERRATE;17.38;16.57;14.75;14.14;9;4;5;6;3
2017;1;18;1802;BASICA ADULTOS FORMAL;3015830;JOSE MARIA CABRAL - SANTA ANA;18;21.5;18.08;17.04;26;13;13;23;3
2017;1;18;1802;BASICA ADULTOS FORMAL;3016523;ERCILIA PEPIN ESTRELLA - BATEY 6;16.7;15.51;15.68;14.74;64;33;31;56;8
2017;1;18;1803;BASICA ADULTOS FORMAL;3010422;JUAN PABLO DUARTE - LOS RIOS;17.05;17.05;19.33;17.76;21;11;10;21;0
2017;1;18;1803;BASICA ADULTOS FORMAL;3018143;MANUEL AURELIO TAVAREZ JUSTO (MANOLO);15.25;14.53;15.19;14.89;36;17;19;36;0
2017;1;18;1803;BASICA ADULTOS FORMAL;3018422;ANACAONA;15.39;15.03;15.02;15.23;42;24;18;31;11
2017;1;18;1804;BASICA ADULTOS FORMAL;10000525;ANTONIO DUVERGE;17.7;16.28;18.59;18.24;87;40;47;80;7
2017;1;18;1804;BASICA ADULTOS FORMAL;10001323;FIDELINA MEDRANO - EL LIMON;15.78;16.11;15.4;16;10;5;5;9;1
2017;1;18;1804;BASICA ADULTOS FORMAL;10004327;JOVINA MEDINA FERRERAS - BELLER;16.04;20.19;17;13.75;28;13;15;21;7
2017;1;18;1804;BASICA ADULTOS FORMAL;10006941;JOSEFA MEDINA;15.74;17.39;17.58;14.53;20;11;9;17;3
2017;1;18;1805;BASICA ADULTOS FORMAL;10002418;FELIX MARIA DEL MONTE;20;20.25;18.6;17;5;1;4;3;2
2017;1;18;1805;BASICA ADULTOS FORMAL;10002728;JOSE CABRERA;18.75;16.33;19.33;15.92;12;4;8;11;1
2017;1;18;1805;BASICA ADULTOS FORMAL;10003439;DAMIAN VOLQUEZ - VENGAN A VER;18.17;16.33;16.64;16.67;12;5;7;11;1
2017;1;18;1805;BASICA ADULTOS FORMAL;10006038;TOMAS URBAEZ BATISTA PORF. - MELLA;17;15.33;16.33;17;3;1;2;3;0
2017;1;18;1805;BASICA ADULTOS FORMAL;10008616;VICTORIA PEÑA - CRISTOBAL;14.92;13;16.29;15.14;15;6;9;4;11
2017;1;18;1805;BASICA ADULTOS FORMAL;10011016;MAXIMA PEREZ MEDRANO - BARRIO LAS MERCEDES;15.55;18.45;18.08;18;12;6;6;11;1
2017;2;01;0101;BASICA ADULTOS FORMAL;16000221;HERNANDO GORJON;15.16;15.74;15.37;15.63;19;5;14;6;13
2017;2;01;0102;BASICA ADULTOS FORMAL;4010128;ISMAEL MIRANDA;20.5;16.5;19;19;2;1;1;2;0
2017;2;01;0102;BASICA ADULTOS FORMAL;4015029;MENCIA;14.88;16.75;16.5;16.63;8;3;5;8;0
2017;2;01;0103;BASICA ADULTOS FORMAL;4000122;BAITOITA;14.11;13.75;14.88;14.75;9;4;5;8;1
2017;2;01;0103;BASICA ADULTOS FORMAL;4000637;LIRIOS, LOS;17.25;15.25;14.25;14.75;4;1;3;4;0
2017;2;01;0103;BASICA ADULTOS FORMAL;4000934;SANTO DOMINGO SAVIO;16.5;14;16;14;6;1;5;6;0
2017;2;01;0103;BASICA ADULTOS FORMAL;4001523;PARROQUIAL CRISTO REY;13.67;16.33;14.33;15;3;2;1;3;0
2017;2;01;0103;BASICA ADULTOS FORMAL;4001744;CENAPEC - BARAHONA;20;18;19;23;1;1;0;1;0
2017;2;01;0103;BASICA ADULTOS FORMAL;4003325;LEONOR FELTZ;13;14;13.11;13.67;9;4;5;8;1
2017;2;01;0103;BASICA ADULTOS FORMAL;4004411;PERPETUO SOCORRO;14.75;16.17;17.58;16.92;12;7;5;12;0
2017;2;01;0103;BASICA ADULTOS FORMAL;4005335;TANQUE, EL;15;25;21;16;1;1;0;1;0
2017;2;01;0103;BASICA ADULTOS FORMAL;4026945;PROF. LEA MANUELA MORETA - LA CIENAGA;20;23;18;19;1;1;0;1;0
2017;2;01;0103;BASICA ADULTOS FORMAL;4030030;COPA;17.67;18;20;20.33;3;2;1;3;0
2017;2;01;0104;BASICA ADULTOS FORMAL;4007627;CATALINA POU;17.25;14.25;20.5;15;4;2;2;4;0
2017;2;01;0104;BASICA ADULTOS FORMAL;4014128;SALINAS, LAS;15;21;13;11;1;1;0;1;0
2017;2;01;0104;BASICA ADULTOS FORMAL;4021427;FONDO, EL;26;24;21;18;1;0;1;1;0
2017;2;01;0105;BASICA ADULTOS FORMAL;4021743;ALTAGRACIA HENRIQUEZ PERDOMO;15.67;16.75;17.75;15.75;12;5;7;12;0
2017;2;01;0105;BASICA ADULTOS FORMAL;4022841;ALTAGRACIA CASANDRA DAMIRON SANTANA - FONDO NEGRO;15.4;16.6;15.2;14;5;4;1;3;2
2017;2;01;0105;BASICA ADULTOS FORMAL;4034522;COPA BOMBITA;13.56;13.56;15;14.22;9;4;5;6;3
2017;2;02;0201;BASICA ADULTOS FORMAL;7000613;JUAN PABLO DUARTE;15.64;15.3;14.8;14.18;11;4;7;10;1
2017;2;02;0201;BASICA ADULTOS FORMAL;7006613;JOSE JOAQUIN PUELLO;13.5;17;15.5;16.5;2;1;1;2;0
2017;2;02;0203;BASICA ADULTOS FORMAL;22026717;DAMIAN DAVID ORTIZ;20;16;20;16.5;2;1;1;2;0
2017;2;02;0203;BASICA ADULTOS FORMAL;22027212;SERGIA MARIA MATEO MORETA;18;21;17;17;1;1;0;1;0
2017;2;02;0205;BASICA ADULTOS FORMAL;22001814;MERCEDES CONSUELO MATOS;15.67;18.33;19;18.27;15;2;13;15;0
2017;2;02;0205;BASICA ADULTOS FORMAL;22043018;SECTOR SURESTE;15.33;18.67;21;17.67;3;2;1;3;0
2017;2;02;0205;BASICA ADULTOS FORMAL;22054412;RADIO SANTA MARIA - VALLEJUELO;21.18;19.82;18.9;18.8;11;7;4;10;1
2017;2;02;0206;BASICA ADULTOS FORMAL;22001314;HIGUERITO;13;10;11;10;1;1;0;1;0
2017;2;02;0206;BASICA ADULTOS FORMAL;22003625;PROF. JUANA MARIA VARGAS - LAS CABIRMA;19.33;18;17;18.67;3;1;2;3;0
2017;2;02;0206;BASICA ADULTOS FORMAL;22008954;CORBANO, EL;19.5;19.5;18.5;22;2;1;1;2;0
2017;2;02;0206;BASICA ADULTOS FORMAL;22013346;RADIO SANTA MARIA - HIGUERITO;17.5;20.5;20.5;21;2;2;0;2;0
2017;2;02;0206;BASICA ADULTOS FORMAL;22024334;ALFALIT DOMINICANA - JUAN DE HERRERA;20.5;20;20.5;16.5;2;1;1;2;0
2017;2;02;0206;BASICA ADULTOS FORMAL;22024343;LEONIDAS DEL CARMEN SANCHEZ - JUAN DE HERRERA;15.14;16.86;17.57;20.43;7;4;3;6;1
2017;2;02;0206;BASICA ADULTOS FORMAL;22050812;CENAPEC - SAN JUAN;15;13;15;17;1;0;1;1;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2000125;CARTONES, LOS;14;13.57;14;14.14;8;3;5;6;2
2017;2;03;0301;BASICA ADULTOS FORMAL;2000558;CENAPEC - AZUA;9.5;15.5;14.5;13.5;2;0;2;2;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2001121;ANGEL RIVERA;16.59;15.22;16.11;15.06;18;10;8;16;2
2017;2;03;0301;BASICA ADULTOS FORMAL;2003032;PARCELEROS, LOS;15.2;16.4;15.5;15.4;10;6;4;10;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2004720;BARTOLOME OLEGARIO PEREZ;13.75;14.63;15.88;15.13;8;1;7;8;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2006311;PRADO, EL;15.5;15.5;16;13.5;2;2;0;2;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2006624;QUISQUEYA;16.67;16.33;15;16;3;1;2;3;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2012320;ALTAGRACIA BENITEZ;11;12;9.5;13;3;1;2;2;1
2017;2;03;0301;BASICA ADULTOS FORMAL;2030113;RADIO SANTA MARIA - TABARA ARRIBA;13.5;14.5;12;14.5;2;2;0;2;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2034520;ENRIQUILLO;15.5;15.5;14.5;16.5;2;0;2;2;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2035525;SANTA TERESA DE JESUS;14;14.5;14;14.5;4;2;2;4;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2036228;JESUS MAESTRO;16.67;16;16;13.67;3;2;1;3;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2038629;EMMA BALAGUER DE VALLEJO - FINCA # 6;14.25;12;14.75;14;4;1;3;4;0
2017;2;03;0301;BASICA ADULTOS FORMAL;2051327;CEIBA NUEVA, LA;18;17;16;16;1;0;1;1;0
2017;2;03;0302;BASICA ADULTOS FORMAL;2013626;ANA MARIA ALCANTARA;12;15;14;14;1;0;1;1;0
2017;2;03;0302;BASICA ADULTOS FORMAL;2021339;FELIX MOTA;13.75;14.5;13.75;14;4;3;1;3;1
2017;2;03;0303;BASICA ADULTOS FORMAL;17014618;ALTAGRACIA, LA;16.93;15.27;14.87;14.6;15;9;6;10;5
2017;2;03;0303;BASICA ADULTOS FORMAL;17022429;SABANA LARGA;9;16;9;13;1;1;0;1;0
2017;2;03;0304;BASICA ADULTOS FORMAL;17000323;CANADA;16.55;17.21;15.9;15.85;21;4;17;17;4
2017;2;03;0304;BASICA ADULTOS FORMAL;17000741;CENAPEC - BANI;15.88;15.63;15.27;14.47;16;2;14;15;1
2017;2;03;0304;BASICA ADULTOS FORMAL;17003828;MAXIMO GOMEZ;16.27;16.47;16.67;15.4;15;7;8;11;4
2017;2;03;0304;BASICA ADULTOS FORMAL;17004945;VILLA DAVID;15.63;16.68;15.22;15.16;32;14;18;18;14
2017;2;03;0304;BASICA ADULTOS FORMAL;17005124;CARMEN SOFIA VILLALONA CASTILLO - CAÑAFISTOL;13;13.67;11.75;11.25;4;3;1;1;3
2017;2;03;0304;BASICA ADULTOS FORMAL;17008437;CESARIA MOJICA LARA - LA VEREDA;14.63;16;16;15.38;8;3;5;5;3
2017;2;03;0304;BASICA ADULTOS FORMAL;17008923;MARIA INOCENCIA BELEN MINIÑO - PAYA;26;17;17;20;1;0;1;1;0
2017;2;03;0304;BASICA ADULTOS FORMAL;17010731;PROF. NURIDES GONZALEZ PACHANO - LA CATALINA;15;18;12;15.5;2;1;1;1;1
2017;2;03;0304;BASICA ADULTOS FORMAL;17011613;VILLA SOMBRERO;16.75;16.88;17.13;15;8;5;3;8;0
2017;2;03;0304;BASICA ADULTOS FORMAL;17011837;ALIRO PAULINO;10;14;18;17;1;0;1;1;0
2017;2;03;0304;BASICA ADULTOS FORMAL;17012829;GUALEY;17;21;21;19;1;1;0;1;0
2017;2;03;0304;BASICA ADULTOS FORMAL;17013234;AUGUSTO PINEDA - SANTANA;20;17.5;14;18;2;1;1;2;0
2017;2;03;0304;BASICA ADULTOS FORMAL;17026636;CARLOS JULIO TEJEDA ORTIZ;16.64;15.45;15.64;14.64;11;4;7;8;3
2017;2;03;0304;BASICA ADULTOS FORMAL;17027328;MATANZAS;16;15.5;16;15.5;2;1;1;2;0
2017;2;04;0401;BASICA ADULTOS FORMAL;21021818;PEDRO DOMINGUEZ GARABITO;14.72;15.33;14.28;14.39;18;11;7;12;6
2017;2;04;0401;BASICA ADULTOS FORMAL;21022933;SALOME UREÑA;14;14.33;14;13.33;3;0;3;1;2
2017;2;04;0401;BASICA ADULTOS FORMAL;21042335;MARINO GARABITO;15;15;17.33;16.33;3;2;1;2;1
2017;2;04;0402;BASICA ADULTOS FORMAL;21003329;RADIO SANTA MARIA - MARCOS CASTAÑER;13.5;13.5;16;14;2;1;1;1;1
2017;2;04;0402;BASICA ADULTOS FORMAL;21004022;MADRE VIEJA SUR;17;15.54;16.64;16.62;14;9;5;10;4
2017;2;04;0402;BASICA ADULTOS FORMAL;21006113;JUAN PABLO PINA;15.73;14.55;15.36;16.36;11;9;2;11;0
2017;2;04;0402;BASICA ADULTOS FORMAL;21008631;VILLEGAS;16.67;17.67;17.67;18.67;3;0;3;2;1
2017;2;04;0402;BASICA ADULTOS FORMAL;21010515;HATILLO;15.36;14.73;14.55;14.64;11;5;6;11;0
2017;2;04;0402;BASICA ADULTOS FORMAL;21011249;ANGEL MARIA DE LA ROSA (LILO) - HATO DAMAS;16.53;14.57;14.13;14.35;34;13;21;25;9
2017;2;04;0402;BASICA ADULTOS FORMAL;21045819;CENAPEC - SAN CRISTOBAL;17.67;16.5;16.17;15;6;0;6;5;1
2017;2;04;0402;BASICA ADULTOS FORMAL;21051939;VILLA FUNDACION;14.45;15.19;13.71;13.56;21;7;14;13;8
2017;2;04;0403;BASICA ADULTOS FORMAL;21000428;LUIS OSCAR URIBE ALBERT;16.24;15.18;15.76;13.71;17;10;7;15;2
2017;2;04;0403;BASICA ADULTOS FORMAL;21002217;RADIO SANTA MARIA - PABLO BARINAS;14.5;15.5;15;14;2;1;1;2;0
2017;2;04;0403;BASICA ADULTOS FORMAL;21012220;NIZA ARRIBA;12.33;12.33;14;11.67;3;2;1;3;0
2017;2;04;0403;BASICA ADULTOS FORMAL;21014020;CANASTICA;14.5;14.38;14.62;13.88;26;12;14;22;4
2017;2;04;0403;BASICA ADULTOS FORMAL;21026219;PADRE BORBON;12.5;12.5;18;9;2;1;1;1;1
2017;2;04;0403;BASICA ADULTOS FORMAL;21026621;SABANA PALENQUE;16.86;15.29;15.67;13.57;7;3;4;5;2
2017;2;04;0403;BASICA ADULTOS FORMAL;21060444;RADIO SANTA MARIA - ANDRES VALERA VARGAS;14.27;15.36;16.2;15.09;11;5;6;10;1
2017;2;04;0404;BASICA ADULTOS FORMAL;21026722;JUAN PABLO DUARTE;14.92;16.08;14.62;14.92;13;2;11;8;5
2017;2;04;0404;BASICA ADULTOS FORMAL;21027412;OCHENTA CASITAS;14.33;13.89;16.25;13.63;9;1;8;8;1
2017;2;04;0404;BASICA ADULTOS FORMAL;21027727;EUGENIO MARIA DE HOSTOS;14.7;14.43;15.57;14.83;23;14;9;20;3
2017;2;04;0404;BASICA ADULTOS FORMAL;21029539;GENARO DOÑE - LOS GUANANITOS;13.75;15;14.75;16;4;0;4;4;0
2017;2;04;0404;BASICA ADULTOS FORMAL;21030527;MINERVA MIRABAL;13.5;16;15.5;14.5;2;1;1;1;1
2017;2;04;0404;BASICA ADULTOS FORMAL;21031634;MEDINA;15;17;17;21;1;1;0;1;0
2017;2;04;0404;BASICA ADULTOS FORMAL;21034622;TULIO MANUEL CESTERO;15.67;17.4;19.4;18.2;6;4;2;5;1
2017;2;04;0405;BASICA ADULTOS FORMAL;21035723;FRAY BARTOLOME DE LAS CASAS;14.88;16.71;16.18;15.59;17;6;11;6;11
